739	204932202312905,216815291333669,0	20340567782441
740	60551649575792,145410760416844,7	119849247937366
741	41698989705095,50894608257526,7	12114993166115
742	71940463130755,384926192467732,9	436570912368809
743	144396796013953,438505677273706,0	411924684083706
744	172911592032143,173576993496786,6	735914333009
745	8430218744003,89455800001699,0	105225737986130
746	74222576803233,377334022466210,0	423721284897876
747	118778680252763,166001627155482,4	71642653151825
748	330628299221649,386498405402452,0	72421790865518
749	83273753956866,309705892417105,9	324387801911500
750	194184960446040,460225443221882,4	436280946411263
751	102724607420281,129293641836801,1	70488168860226
752	92501024767559,357789600085728,4	375318762389868
753	185857654443834,442342073977315,0	363835007640414
754	33827141728857,564850536142546,0	740223551848686
755	13139544742932,34963403779236,3	34028199266713
756	99369528398646,485187380212926,3	641928537820883
757	13856688297236,96291225927054,6	117175574944545
758	36549841669380,644268127507399,0	850288529522802
759	264654257839812,382210272420784,7	173116412273255
760	249739382941966,358249813177010,6	151160441124509
761	320361331491181,519148473502240,9	277714882715376
762	69076080272504,148224690063239,2	112988166950665
763	242174133738193,395370343707140,0	208815910691977
764	106249806958420,674871344589447,3	899381381201761
765	125139111353471,275205636888678,0	205072454152219
766	338589775051030,766339719595750,0	596329960716383
767	299105290082890,722843682307074,0	601413225167719
768	698516853646999,804640735030877,2	148343506793178
769	62172262159545,559577767178525,7	696851242570783
770	222533206164957,241984308033103,9	25375289170582
771	447689740504780,632676705590401,8	260976534539952
772	9496678122645,267572536355963,7	355251354502345
773	597712271472313,642221759959451,8	58459492145124
774	573259404175233,728832777267580,0	221633996671432
775	207403102911634,256401784045907,0	66394322020169
776	206314979000447,541776982286287,0	470186824042976
777	356583290745268,841711537380166,2	680137412268144
778	634054530116550,927647888902688,0	411298450954413
779	78924216184982,348495064723096,5	370430847888519
780	732810989970415,786399973352474,0	69338099122776
781	116483990005918,154538532174744,0	49664140369909
782	365726034250864,851111969687248,9	681526314588476
783	771130605672477,995972851497773,9	413740547010656
784	307301797437383,1018077192019075,1	1020009495311360
785	161110354060111,371291728613465,9	293192930294431
786	251232962772657,548570955476812,8	416339150128062
787	309385717872759,1039211036653245,0	1058641108725932
788	1051575396193936,1183768930361067,0	230037737654323
789	184727626480338,945507312510402,0	1068957063132478
790	16927044291697,1162199551832725,6	1700574713107334
791	440495526714883,618184217855640,0	250763326951373
792	522646595437885,809333642962979,4	402949740056729
793	697724470965666,1223538494594231,3	733540606399972
794	88419715782804,1098045993187672,0	1510578600876819
795	441277114477831,1305306982601821,9	1312839870472021
796	311304035786573,978562698737558,6	1037681532245834
797	156378760548750,1253413565331225,7	1636435521795247
798	356659593866843,469759407267789,0	156709856368074
799	508509400536007,1371860551303905,0	1304472775641156
800	107378173827529,1208790337440409,9	1641653271646289
801	523829182415381,1381535121009566,0	1295276357106372
802	352774337321273,672070942420606,2	444422488569065
803	863826246704202,1550126373204958,2	1061530278651768
804	235151708904871,702484722407132,0	650247433655280
805	1473037445111086,1589228428214909,0	160473442740000
806	904657090060941,1309091490681001,9	660810812229199
807	753481083238956,1072356461356255,4	444584782984460
808	1234332156293484,1941127317795189,1	1695024471444322
809	1159238514452605,1217967842547616,9	86228687942513
810	181665609946689,1742574881213109,6	2379038189896137
811	904461055489143,1693582188399585,8	1105933199953705
812	947778583773955,1362236871195605,9	631629847740131
813	58385039883841,693226726552891,5	986437471215817
814	1653094411660163,2094690936632306,0	708553278593919
815	89231073664948,1228882779902696,4	1691621564714399
816	104033112061816,907374751211808,9	1131346158691808
817	709070590727592,1105552227642281,7	645660324315353
818	431671639123978,1732214897761029,5	2020592911225105
819	1686248001437052,2154251041021827,7	748602727794406
820	109749988303630,2053479768050464,0	2871229605572199
821	412215673972097,739050621037743,0	454165705348870
822	562926568094524,2293350548224613,0	2619564134302109
823	1384163857488241,1609265413550890,5	413111754739267
824	922900179116733,1549817806423277,0	974317447542816
825	1271006743200352,2051665856334593,0	1146481558807430
826	244515732663248,1689654934226653,5	2229237729776242
827	1669367176827743,2431014896780098,1	1500560513875377
828	916200314409425,1647561356987525,8	1020590929587946
829	453260895151347,1351998164328515,4	1305246622658399
830	954230765553521,2316669215378161,0	2110877899355903
831	2372943858437137,2753160799755597,9	534293400831553
832	267266610731596,1229245379380791,0	1450378907487936
833	1446281428148606,1764174090758095,4	500093730675567
834	684955551172647,2870394726883810,0	3260973969238148
835	427551296314056,2333706261842577,3	2805484260884280
836	237862433128736,350952399857038,3	209789940399333
837	2176244958042614,3109447626607029,1	1336025106739703
838	1357427895614051,2522665878121034,0	1735258187553082
839	3562628385421418,3616580168374160,0	79741796145006
840	1473066889480490,1597502046048635,9	178787775554580
841	2132115027711658,2281603223992082,4	214437356742082
842	497247519750219,3977868389838912,6	5274789188884552
843	358117941699566,398397567544816,5	54191734307647
844	124162405808811,4245624531759341,2	7219269159481275
845	251501311766091,2613313524578656,0	3510200656938634
846	1330526683569467,4251200142784898,8	4386844167941125
847	2569774183623391,2586648306269549,0	22263701887385
848	52155325285105,3160017826684840,9	4650452200799844
849	972493496153342,4267621640605647,0	5013148321231956
850	999331518921463,4345519291926566,0	5090407011801520
851	3017848303085851,3657832395914450,9	891984670550522
852	992913016482429,2632722314591105,0	2501789422371205
853	2852069083596403,3970585575367776,8	1712102282253338
854	284121559317868,1204584178249413,7	1386512401611960
855	1070415292118473,3699780750065245,0	3907365035627849
856	807641399289761,870178186533807,0	83622918572259
857	1970441250917271,2139421081911190,0	339338592674831
858	734431050510865,2083166939971632,2	2066573252605890
859	334267274452575,2714183636234510,0	3533906693092594
860	1787834398862204,5851684072089588,4	7092639414138664
861	1095533935916947,4314939084390825,0	4819710762603883
862	3093365596987558,4669079669811460,2	2407783660709180
863	452377337131818,5353549825304023,8	7361393217192747
864	4428145105664691,6138136278767017,7	2592991040684817
865	522310624289417,1510425308059306,9	1484724248287869
866	974516271697638,1986873512797194,0	1515787498649906
867	1020128476443069,2290012236035028,9	1870886647831625
868	3914096548526397,5693159109022564,0	2682875802767570
869	1103861914779463,1197617906366572,6	132452385844957
870	1210997023344260,2496553225942844,0	1890719614810999
871	1232935732244207,2302940009397302,8	1601004924280920
872	2183739309330535,2348172636432680,9	233373649589555
873	4049670862371696,7733405258765891,4	6499068451920739
874	2919238936819426,4581306474570106,0	2521474301240449
875	1149194439692488,4085089323891985,3	5407084323591284
876	4056070200473288,6390273041244951,2	3564096619205064
877	1524192384276157,2934716458603739,0	2073583661564958
878	6194910755038553,6973526061593598,0	1092375051488997
879	1199462413774774,3994839502835427,0	4114416365269663
880	213590068724683,3703360658255471,0	5180111751823837
881	4124275173638299,8112136165634325,0	5984450894198813
882	5403869865753524,6933708987747024,6	3272528322438077
883	1155727327434305,2807265688156401,0	2414154170615019
884	2547256714873171,9325060909293572,3	11106444664902155
885	4153082845149286,5001457581055993,9	1293014285552753
886	894621064134668,5133400795151630,0	6440550307775691
887	5282718667180770,8045446334616613,6	5161197196685980
888	3572729525782527,6437255454502721,9	4313475814485513
889	4396142684004075,8039057961174130,9	5499420062622203
890	5540720725184456,5847486434337552,9	428135166480920
891	4215496165723163,8330073973305653,6	7159537884046424
892	1216573870559424,5350606756837924,4	7193833610731577
893	738232135489048,10715234842032078,0	15685637206942092
894	537927927106869,2300184170459993,0	2661145031354036
895	6029006979840734,9578436035482962,9	5842698224377467
896	4760200099420217,6376137892144318,9	2460126927963105
897	3208909688468964,3571430990574184,9	502061856463020
898	1514489444130051,7096759558338841,0	8403459647842399
899	7443767068928241,12425519146517946,0	8476131895667599
900	5499624661448204,13426695415039960,5	12395856350828274
901	9639676766293660,11602726615831238,0	3945386500506557
902	8685897360201011,12564978529951304,9	6832962208522963
903	3644959893039317,9894423728989850,6	10409353572540886
904	5755305853890874,12857411892258050,0	11642520573195441
905	5692688419484173,7498674329909922,0	2727186327219578
906	3550926918060753,9882176793326200,0	9460642975114427
907	3111462319991580,3602587643014163,8	688342398822982
908	8469750261708987,16056132962349144,0	12378856061057307
909	2738390879413447,13545166164794636,0	17229154950768892
910	7974677314499314,14743678221015062,3	11179479030372489
911	1837355454160652,8625822600538568,0	10205117412867867
912	11406051998212482,14696997226631230,9	4905136363476384
913	7202871158645609,9337929147230092,9	3523025633884671
914	12453937818908236,15327526593367788,0	4325348912725569
915	5367940690859910,15526506908479156,0	16226322797846339
916	11472410946724624,13524805757576242,0	3077830158372141
917	16504370517928148,17893707207198092,0	2041803221167868
918	14358618072542728,16436506275965340,0	3111474665431435
919	6786284654059857,17535083982808166,5	17077747331826084
920	1515591517386710,1980362832434160,4	653651150052517
921	947851533753632,5779812164060543,9	7214321231559993
922	6063439565190847,17940932854668018,0	18767437222117481
923	1415591974046547,3258407455765403,4	2769711425498739
924	7066787199919816,12820469267843974,4	8649421125607186
925	6099462634431078,9100237608833370,7	5500955091534023
926	8118227056706107,17075679857577380,0	14410572341403518
927	6951140040245853,12918500067981808,0	9956790142772662
928	6256146577322301,8862268813830685,2	3891523036199948
929	6788520726603947,13014473880361006,0	10338616971397240
930	8326071987848379,17233188059785156,2	14306642532101736
931	13204847152699278,18266599425103320,5	8591131442908568
932	964010348291173,25186881651645720,0	38409441446398969
933	9700386374314366,15165721546746034,0	9254602891783740
934	1317713421965525,21329970564205136,0	32015676973626195
935	3783755743917716,22742470512885980,4	30438925340241702
936	20885585341638284,23284056960763812,9	3658221454224426
937	10954602847936614,29351637160308648,0	28701838252922673
938	5413536870811134,10383548242828656,8	8454559715070562
939	15604115441464132,30576285369748448,3	24039875279440268
940	23092754215148736,23999510006231552,0	1275380927189785
941	12213600328834194,19001150845540004,1	16887162291003294
942	15755873311597054,23756874353340636,3	12758076022845555
943	864056271801826,17502229658158936,5	26892016495298106
944	1775910001057727,4102561824996880,4	3556583482359497
945	10883620034190250,25493094265353728,2	29445419078303255
946	10170004271730360,33927160678450600,4	37654576553288385
947	22287252120631556,27165338742971340,0	7331695895734403
948	11045097638583668,23630165392510112,0	19875148113712885
949	2678307148221884,27066914878681964,0	38612185611684099
950	1590436871994023,35239049863137496,1	63922835821726538
951	2026664770094409,32606344527986224,0	48883329568449561
952	37210612880330544,38633297899520928,3	3615436331797223
953	31590047531173524,39971553417634728,9	13578815613930274
954	9184585952410924,37878082764654880,1	55986561195916337
955	7115697324094396,7423343130113001,7	737851726531831
956	2061984650965622,26559086409044344,0	38733613367043433
957	30512773968480200,33137696518088568,8	3971922244419774
958	20568440914946656,22214346885858416,9	2510095354561244
959	3340015530123918,5481169561352764,3	3913342571401768
960	6881063794197770,15189110112884884,0	13529692081832237
961	27920248233992232,43109232570730168,0	24864769202542658
962	10728145488739096,16615543052309532,8	8843692356970796
963	12179390378156000,24881616152442216,0	19983655844388952
964	16368510984843292,18547316970293836,9	3252585375774494
965	6715992287956118,20464164485779724,0	22107056444488746
966	10368218369488446,33086061936230716,2	47003414787518918
967	25736372836498644,49898039045503000,0	38219974657411271
968	31600028143982008,54300875167172192,2	37081029171914216
969	42332264423712736,46932208661742320,0	6839942448554240
970	11285129123221138,33781032887658932,2	46708966052698603
971	26807123435451684,32230261840600968,0	9192886928820950
972	1389664221946875,34252658702855900,5	52304252492271307
973	29189750235854500,52899948392310056,0	38493218084077230
974	44359099512260848,55310258851881104,3	17377538717428303
975	13537951505518236,48045900209586080,9	54810497567081291
976	26143127112428884,43441746920721376,0	27918279745669176
977	57219305707408048,57239797225146520,0	26535707851406
978	17148090833967976,27715174732838412,2	24602669252015010
979	31599551704927244,49413789522965480,4	38065637097829249
980	25267452607274980,51357791599093744,6	42120026479557686
981	16966363832336898,38957882041599400,5	34986750408233502
982	1820899736423920,26123974552307556,5	39423684305159202
983	15403701688945982,36798258283060240,6	34951665169570746
984	26483492753378428,29954622077754196,4	5179475928687267
985	43169042365550128,73474755677905056,6	58427840666286284
986	5047307193421361,55732141905022984,7	80992649786180795
987	27978436958681992,36961619786765120,6	14431061971234544
988	56927837689480664,57174492300643184,7	519071409999854
989	31145920436411496,31329588546119696,9	258995396561339
990	19637494013596368,34221677401379592,1	24282186495259393
991	42623281030129384,43627178144102296,0	1504686460123410
992	28991598042109876,47536463717407296,4	37395282575861197
993	21637689735982200,46535804945759656,0	39357730612649853
994	52607435070307616,54121766442422672,9	2319161200256506
995	8536444601601424,67291294931841744,7	93453135293057852
996	22034793843781636,90418741481441408,6	119539737816523922
997	3579894367419091,67647729479571456,1	112098424588272143
998	14213286705172418,45596483776415008,0	50027817354554309
999	74306559639528368,98323006207907200,1	38031686947981663
